policy_number,inception_date,policy_holder_id,premium_amount,region,expiration_date
C0000435,2019-11-04,34611,20116.8584090082,North,2020-11-04
C0000436,2017-11-26,22149,21304.63299897984,South,2018-11-26
C0000437,2021-05-16,69189,17260.897145132636,North,2022-05-16
C0000438,2024-05-13,31675,28191.210536999435,South,2025-05-13
C0000439,2021-12-19,81031,17565.96205423571,South,2022-12-19
C0000440,2015-10-29,52668,27791.93934431134,South,2016-10-29
C0000441,2015-06-30,23673,23837.966838023927,East,2016-06-30
C0000442,2016-08-29,86666,26317.29620564436,South,2017-08-29
C0000443,2023-09-06,98204,14334.6469252794,West,2024-09-06
C0000444,2016-11-30,90758,20526.93197269566,North,2017-11-30
C0000445,2017-09-19,75429,19616.995731305644,East,2018-09-19
C0000446,2018-02-13,33669,13009.017405093342,North,2019-02-13
C0000447,2015-07-10,44068,27764.63087414106,East,2016-07-10
C0000448,2021-04-19,98789,15596.15566172832,West,2022-04-19
C0000449,2017-09-07,19435,16599.529844934008,East,2018-09-07
C0000450,2023-02-23,62249,14705.917596108638,East,2024-02-23
C0000451,2020-06-29,47384,24596.41298869888,East,2021-06-29
C0000452,2018-03-30,91929,12609.693018447399,North,2019-03-30
C0000453,2024-02-10,86153,23989.282333226867,South,2025-02-10
C0000454,2024-04-17,85388,27264.866088632454,North,2025-04-17
C0000455,2015-05-08,41401,23415.501242545033,South,2016-05-08
C0000456,2020-08-27,81831,24680.988876692634,North,2021-08-27
C0000457,2019-12-22,44084,25030.839931975734,West,2020-12-22
C0000458,2019-10-25,65826,14990.511330896481,West,2020-10-25
C0000459,2022-02-26,46451,30650.997751435687,East,2023-02-26
C0000460,2016-07-23,17227,17360.92245757922,West,2017-07-23
C0000461,2018-09-08,41910,19537.35815813353,East,2019-09-08
C0000462,2020-03-10,46041,18037.51084798278,South,2021-03-10
C0000463,2022-06-26,98920,23097.106669514837,West,2023-06-26
C0000464,2016-09-17,75681,16959.591569328426,South,2017-09-17
C0000465,2024-03-13,91571,20334.509910645094,North,2025-03-13
C0000466,2022-12-11,75481,13758.290334976375,South,2023-12-11
C0000467,2019-08-14,78576,28265.56512026149,North,2020-08-14
C0000468,2023-03-29,74174,24372.78168147437,South,2024-03-29
C0000469,2015-06-04,36160,18257.33272436831,South,2016-06-04
C0000470,2021-12-12,27633,17313.733179751103,West,2022-12-12
C0000471,2018-11-10,27014,24182.595855717107,South,2019-11-10
C0000472,2017-02-23,90532,16119.935032478232,West,2018-02-23
C0000473,2023-09-11,59104,20694.217548156466,West,2024-09-11
C0000474,2024-06-26,51621,28237.880515672485,East,2025-06-26
C0000475,2015-09-03,87231,15624.927963513564,East,2016-09-03
C0000476,2023-11-22,78388,22260.748480742626,North,2024-11-22
C0000477,2023-07-08,26014,21910.419525547204,South,2024-07-08
C0000478,2019-02-09,43755,19356.797996350637,North,2020-02-09
C0000479,2019-09-02,50390,17134.737673042044,South,2020-09-02
C0000480,2022-09-07,33711,28693.879382441482,East,2023-09-07
C0000481,2016-06-21,67993,16659.391813629056,East,2017-06-21
C0000482,2020-03-05,84696,11572.516858317498,South,2021-03-05
C0000483,2020-01-16,37213,24152.908279669187,South,2021-01-16
C0000484,2017-07-09,67784,13899.51178429117,East,2018-07-09
C0000485,2021-09-21,17421,24527.846512716726,East,2022-09-21
C0000486,2016-06-08,96936,29746.625451935175,North,2017-06-08
C0000487,2022-11-15,27727,24074.89712421242,East,2023-11-15
C0000488,2019-03-10,14358,27485.761627364216,South,2020-03-10
C0000489,2023-01-29,75108,36534.588905143246,North,2024-01-29
C0000490,2015-02-05,42117,26636.244401128904,South,2016-02-05
C0000491,2016-11-15,98700,22008.23582101574,West,2017-11-15
C0000492,2015-01-20,41910,32538.66830445402,North,2016-01-20
C0000493,2021-06-26,65754,33739.77419088017,South,2022-06-26
C0000494,2022-01-03,72438,33881.741009588586,East,2023-01-03
C0000495,2016-02-04,39371,17194.708075652325,West,2017-02-04
C0000496,2022-05-25,61501,13277.079643048,South,2023-05-25
C0000497,2017-08-29,70946,16882.660106294657,North,2018-08-29
C0000498,2020-03-21,48467,24614.53705886459,South,2021-03-21
C0000499,2021-11-23,27625,20905.084452377025,West,2022-11-23
C0000500,2018-03-12,43893,18733.257598989738,North,2019-03-12
C0000501,2018-01-20,86329,23579.76999119361,West,2019-01-20
C0000502,2024-05-18,41007,12819.958271267387,South,2025-05-18
C0000503,2017-04-13,49532,20792.565826344322,East,2018-04-13
C0000504,2019-12-29,64253,27876.44353566414,East,2020-12-29
C0000505,2022-08-06,22323,23500.916358893428,South,2023-08-06
C0000506,2020-06-05,83379,24527.321698295214,South,2021-06-05
C0000507,2017-05-03,24210,32183.58558076189,South,2018-05-03
C0000508,2015-02-20,26456,19538.79029535705,North,2016-02-20
C0000509,2016-07-28,41367,16384.196179187307,West,2017-07-28
C0000510,2023-12-06,64624,28477.07090498746,West,2024-12-06
C0000511,2018-02-22,20106,28320.35800961432,West,2019-02-22
C0000512,2021-01-06,78008,23564.28512106251,South,2022-01-06
C0000513,2021-06-19,82240,18994.195278742674,West,2022-06-19
C0000514,2022-03-02,74315,19938.621232294354,South,2023-03-02
C0000515,2024-05-06,79249,13588.35037218692,North,2025-05-06
C0000516,2021-06-10,80587,27830.392532178368,East,2022-06-10
C0000517,2019-09-12,20756,27537.26322665745,South,2020-09-12
C0000518,2016-11-12,78011,13446.78300799718,South,2017-11-12
C0000519,2017-04-17,46378,25855.784461430358,East,2018-04-17
C0000520,2017-12-13,14255,22499.097955061683,East,2018-12-13
C0000521,2023-05-09,24484,14667.768800281696,North,2024-05-09
C0000522,2021-10-27,66549,13879.940394098383,West,2022-10-27
C0000523,2022-04-14,44503,22293.4452847162,South,2023-04-14
C0000524,2023-04-29,83794,17688.8321212976,West,2024-04-29
C0000525,2021-04-30,55113,34405.94523972636,South,2022-04-30
C0000526,2023-07-22,84069,26523.317172437866,North,2024-07-22
C0000527,2019-05-15,15249,22973.759240962718,East,2020-05-15
C0000528,2023-05-10,29201,23316.666894591763,North,2024-05-10
C0000529,2015-01-05,68576,29710.629432432852,East,2016-01-05
C0000530,2018-01-31,19686,25692.526412391064,West,2019-01-31
C0000531,2018-05-04,63363,23154.164412116384,West,2019-05-04
C0000532,2017-02-12,10661,14852.472773622796,North,2018-02-12
C0000533,2017-05-26,54843,49940.325898921124,East,2018-05-26
C0000534,2017-09-18,70963,14314.741692096697,North,2018-09-18
C0000535,2023-01-10,52828,18146.576129047033,East,2024-01-10
C0000536,2024-05-14,58604,12131.753095306272,East,2025-05-14
C0000537,2015-02-16,20526,23426.882052379864,West,2016-02-16
C0000538,2022-12-24,78910,20854.668920209977,West,2023-12-24
C0000539,2022-11-10,35592,25073.904714805187,East,2023-11-10
C0000540,2023-03-03,38982,11828.65564061867,East,2024-03-03
C0000541,2022-05-27,10207,27830.051365720985,East,2023-05-27
C0000542,2015-09-26,98733,15642.852455878308,West,2016-09-26
C0000543,2016-01-05,78619,19059.07109508549,West,2017-01-05
C0000544,2016-09-27,39328,26356.5310410768,South,2017-09-27
C0000545,2018-02-03,56479,21555.364671832176,East,2019-02-03
C0000546,2019-08-21,30103,22017.27754335923,South,2020-08-21
C0000547,2019-08-10,49891,25330.225513383393,East,2020-08-10
C0000548,2016-10-18,20754,22666.360589206866,West,2017-10-18
C0000549,2015-04-30,91437,17991.73256163508,South,2016-04-30
C0000550,2017-04-10,82982,18959.478336435757,South,2018-04-10
C0000551,2019-12-16,65922,21238.346068208768,North,2020-12-16
C0000552,2017-12-17,58231,15234.733093003739,East,2018-12-17
C0000553,2020-05-28,39301,26870.99141937354,West,2021-05-28
C0000554,2018-10-01,72711,21733.19684833319,North,2019-10-01
C0000555,2017-01-10,51323,20382.51858557761,North,2018-01-10
C0000556,2024-09-15,28752,28502.553755810328,East,2025-09-15
C0000557,2015-04-27,92205,19224.98294094885,North,2016-04-27
C0000558,2020-01-28,23395,18868.963357693512,East,2021-01-28
C0000559,2022-10-09,95957,17233.515989891213,North,2023-10-09
C0000560,2018-02-24,66273,22090.879337864775,East,2019-02-24
C0000561,2024-06-26,14895,21862.651139758316,West,2025-06-26
C0000562,2020-04-15,86559,16319.479585185867,East,2021-04-15
C0000563,2017-10-09,20699,18895.740530012765,East,2018-10-09
C0000564,2019-07-23,75061,16352.226091522974,South,2020-07-23
C0000565,2017-12-17,19715,16131.666197884853,West,2018-12-17
C0000566,2016-09-25,29169,11861.233242366412,West,2017-09-25
C0000567,2016-05-27,26163,18596.467529494836,West,2017-05-27
C0000568,2022-10-20,15782,11960.155393359111,North,2023-10-20
C0000569,2018-01-24,98177,17346.660597759725,South,2019-01-24
C0000570,2018-02-15,94328,16583.966038011138,West,2019-02-15
C0000571,2016-07-13,45585,27325.30615470239,North,2017-07-13
C0000572,2016-05-02,40682,14698.77679539711,North,2017-05-02
C0000573,2024-01-22,57864,15861.405089594818,North,2025-01-22
C0000574,2017-06-15,94416,17774.902301244554,South,2018-06-15
C0000575,2024-02-26,65114,16746.706726000553,North,2025-02-26
C0000576,2018-04-27,48067,30054.76328033769,South,2019-04-27
C0000577,2016-12-04,52685,14163.588893788656,East,2017-12-04
C0000578,2019-01-10,28073,17786.208814995935,North,2020-01-10
C0000579,2016-08-03,46035,22018.087964705293,West,2017-08-03
C0000580,2022-10-08,74977,25961.111944988486,North,2023-10-08
C0000581,2022-12-18,93362,17781.742954865545,East,2023-12-18
C0000582,2021-04-13,75450,11210.0964488185,East,2022-04-13
C0000583,2023-08-14,20382,19052.788228096753,North,2024-08-14
C0000584,2015-06-03,14437,29899.844026322375,East,2016-06-03
C0000585,2019-08-07,80971,21691.07624997473,South,2020-08-07
C0000586,2024-08-07,74612,21395.27449655273,South,2025-08-07
C0000587,2017-09-23,71929,14488.269522244342,North,2018-09-23
C0000588,2023-08-24,22329,14048.887960539278,South,2024-08-24
C0000589,2022-07-07,35169,20038.535918888218,South,2023-07-07
C0000590,2024-03-10,97468,12991.964413844968,West,2025-03-10
C0000591,2018-05-28,44594,25195.19716661367,North,2019-05-28
C0000592,2017-12-28,86957,15459.919657660339,East,2018-12-28
C0000593,2023-07-16,70631,19783.485752848428,North,2024-07-16
C0000594,2017-10-05,55033,11319.361260040781,South,2018-10-05
C0000595,2020-11-11,73133,17709.552096565192,West,2021-11-11
C0000596,2019-11-09,83165,13964.05540417919,North,2020-11-09
C0000597,2017-08-15,83861,9930.966412363085,North,2018-08-15
C0000598,2023-05-18,62290,23448.28476385875,South,2024-05-18
C0000599,2016-03-28,41750,32609.13887727726,South,2017-03-28
C0000600,2018-05-12,50461,27968.721537501886,North,2019-05-12
C0000601,2023-02-07,83800,24452.976041172027,South,2024-02-07
C0000602,2021-03-15,88222,17601.92675264318,South,2022-03-15
C0000603,2021-11-26,34226,25381.277338913955,South,2022-11-26
C0000604,2021-10-15,16721,28771.94212762213,South,2022-10-15
C0000605,2021-07-16,66154,20765.46499245687,South,2022-07-16
C0000606,2016-07-04,30609,13970.342214085174,West,2017-07-04
C0000607,2019-06-24,62130,17157.397666795034,South,2020-06-24
C0000608,2018-08-05,82909,33216.73009500024,East,2019-08-05
C0000609,2024-02-08,65249,19488.440025402997,North,2025-02-08
C0000610,2019-10-24,58895,7350.865085781207,West,2020-10-24
C0000611,2015-12-23,15656,12827.196993436224,West,2016-12-23
C0000612,2020-09-01,84520,17547.475792410085,South,2021-09-01
C0000613,2019-11-21,73740,27193.889369856377,North,2020-11-21
C0000614,2022-01-13,74309,18362.45361263386,East,2023-01-13
C0000615,2019-11-17,39984,27346.108061294733,South,2020-11-17
C0000616,2023-09-07,83822,17020.117298982976,North,2024-09-07
C0000617,2022-10-20,15901,11055.81975905975,South,2023-10-20
C0000618,2023-11-26,41552,17197.71237358974,South,2024-11-26
C0000619,2024-01-08,41055,22103.328797046426,South,2025-01-08
C0000620,2022-09-10,47685,21559.786121106055,South,2023-09-10
C0000621,2021-10-25,83965,13676.956320401883,South,2022-10-25
C0000622,2019-06-20,24716,17937.363082811844,South,2020-06-20
C0000623,2022-09-17,21138,44596.125918400154,South,2023-09-17
C0000624,2017-10-12,45298,13766.857499181242,East,2018-10-12
C0000625,2018-09-10,61112,24299.64495554859,West,2019-09-10
C0000626,2016-05-30,33429,10625.343157303601,East,2017-05-30
C0000627,2023-06-15,60200,25826.0137385137,South,2024-06-15
C0000628,2022-10-10,81308,15249.505921849493,South,2023-10-10
C0000629,2015-12-02,58244,22485.512174921023,East,2016-12-02
C0000630,2019-11-18,27347,13528.34400641296,East,2020-11-18
C0000631,2021-04-24,26920,21747.538116252876,West,2022-04-24
C0000632,2016-05-11,41822,15175.004481934942,East,2017-05-11
C0000633,2017-06-14,56659,16082.476548915356,West,2018-06-14
C0000634,2021-01-16,50108,22756.2657016988,South,2022-01-16
C0000635,2024-09-16,99099,17516.250991357905,North,2025-09-16
C0000636,2017-05-01,17967,22339.561287851382,North,2018-05-01
C0000637,2019-08-15,21871,18821.358688698827,North,2020-08-15
C0000638,2020-04-15,87452,20338.035958085602,North,2021-04-15
C0000639,2022-06-30,84270,22777.442049968377,South,2023-06-30
C0000640,2021-08-24,43613,17943.701906387432,North,2022-08-24
C0000641,2019-04-18,38179,14782.289151381245,East,2020-04-18
C0000642,2017-08-14,62188,16988.744579765753,East,2018-08-14
C0000643,2022-07-01,65099,28525.159147687446,North,2023-07-01
C0000644,2024-07-30,45262,20637.228350263544,East,2025-07-30
C0000645,2019-06-25,88213,15468.028016435288,West,2020-06-25
C0000646,2018-07-15,28268,22481.953113715896,South,2019-07-15
C0000647,2024-12-27,87866,22936.72634688044,North,2025-12-27
C0000648,2018-12-11,96269,23295.132746666593,North,2019-12-11
C0000649,2018-04-06,70545,14863.27731257247,South,2019-04-06
C0000650,2017-12-02,82146,16240.813449468526,East,2018-12-02
C0000651,2024-12-06,81966,16267.934408479967,South,2025-12-06
C0000652,2015-10-12,49922,17886.573496490346,South,2016-10-12
C0000653,2021-09-10,89364,23427.73264900148,East,2022-09-10
C0000654,2015-01-12,52913,21782.353345757885,South,2016-01-12
C0000655,2019-06-19,65677,22304.976347451135,East,2020-06-19
C0000656,2024-03-27,59841,29917.70554182287,East,2025-03-27
C0000657,2024-02-07,56332,24505.85333786368,South,2025-02-07
C0000658,2021-12-21,35032,19100.303663123137,West,2022-12-21
C0000659,2017-01-23,47846,13972.33311402109,East,2018-01-23
C0000660,2020-09-13,69474,16084.894768825809,South,2021-09-13
C0000661,2022-08-06,54936,18425.456257272515,East,2023-08-06
C0000662,2022-12-06,39794,25558.8508408048,West,2023-12-06
C0000663,2015-03-31,71588,19767.617929759705,West,2016-03-31
C0000664,2017-02-14,80984,16368.944875670199,North,2018-02-14
C0000665,2022-04-06,60331,15996.610488034066,East,2023-04-06
C0000666,2023-04-06,38141,19518.66638755831,East,2024-04-06
C0000667,2019-06-14,19074,26029.77277670155,South,2020-06-14
C0000668,2023-05-28,16406,32122.300634728384,East,2024-05-28
C0000669,2016-02-22,33291,18737.261626418654,North,2017-02-22
C0000670,2015-04-25,51568,19664.633465618877,West,2016-04-25
C0000671,2016-09-08,56851,13846.911469461807,West,2017-09-08
C0000672,2023-12-12,64823,35659.03288940563,North,2024-12-12
C0000673,2017-04-05,33312,13091.24740093967,East,2018-04-05
C0000674,2024-10-12,53108,28324.960561372616,East,2025-10-12
C0000675,2019-07-08,76918,17861.435281299237,North,2020-07-08
C0000676,2019-02-25,44171,16650.408869734758,South,2020-02-25
C0000677,2023-08-13,51779,14285.480180765438,West,2024-08-13
C0000678,2016-02-17,78828,41069.235606997536,North,2017-02-17
C0000679,2024-06-09,22411,21299.68338394506,North,2025-06-09
C0000680,2024-07-23,67009,20058.015554645353,East,2025-07-23
C0000681,2016-12-29,25422,26004.365528887298,West,2017-12-29
C0000682,2024-03-02,52468,16395.303196067445,East,2025-03-02
C0000683,2023-05-27,42371,19941.41066638309,North,2024-05-27
C0000684,2022-09-09,67022,20270.07391666794,South,2023-09-09
C0000685,2016-11-06,81229,17091.83734529681,West,2017-11-06
C0000686,2024-06-27,61196,28563.684686222987,North,2025-06-27
C0000687,2020-03-07,90354,18664.967993332946,North,2021-03-07
C0000688,2021-11-09,36715,12507.207836054486,South,2022-11-09
C0000689,2023-02-15,37605,18206.80657786638,North,2024-02-15
C0000690,2021-02-17,41174,21477.337781097176,North,2022-02-17
C0000691,2022-08-18,19956,15244.164145836203,West,2023-08-18
C0000692,2018-01-27,86373,15609.29051882348,West,2019-01-27
C0000693,2019-04-21,79252,16917.811630931294,West,2020-04-21
C0000694,2017-09-04,71949,28749.35749627394,East,2018-09-04
C0000695,2017-10-05,72646,17220.444543905003,South,2018-10-05
C0000696,2020-11-13,80017,30599.3824255521,West,2021-11-13
C0000697,2019-08-15,73037,16572.746839944397,East,2020-08-15
C0000698,2022-06-03,99818,21971.561584192317,East,2023-06-03
C0000699,2023-12-06,16548,17433.12128164354,South,2024-12-06
C0000700,2015-02-06,83294,24989.84824264181,South,2016-02-06
C0000701,2024-06-02,33177,14250.079343274982,North,2025-06-02
C0000702,2019-03-29,34022,24905.846245576853,East,2020-03-29
C0000703,2021-05-15,15542,20622.970783186833,West,2022-05-15
C0000704,2021-03-14,70428,16448.71199524675,South,2022-03-14
C0000705,2022-12-24,32740,18960.886946374765,East,2023-12-24
C0000706,2017-05-22,69353,31576.1220404329,West,2018-05-22
C0000707,2019-12-27,66532,20771.836867739108,East,2020-12-27
C0000708,2018-07-20,26052,16142.028173333401,South,2019-07-20
C0000709,2020-10-10,57076,13885.383445271582,North,2021-10-10
C0000710,2016-08-18,63420,23193.359356070254,East,2017-08-18
C0000711,2020-03-18,10671,21136.434293063237,West,2021-03-18
C0000712,2016-12-29,10163,24550.959317450997,South,2017-12-29
C0000713,2018-09-27,51424,12853.000668136436,North,2019-09-27
C0000714,2016-02-01,63744,14021.145530482758,West,2017-02-01
C0000715,2016-11-29,80331,28115.147296256044,West,2017-11-29
C0000716,2023-06-18,20634,22013.308781168576,West,2024-06-18
C0000717,2021-02-02,14798,23388.980119834996,East,2022-02-02
C0000718,2019-06-24,32420,14930.985410045361,South,2020-06-24
C0000719,2016-01-31,39300,14849.238159159431,West,2017-01-31
C0000720,2021-10-28,99881,26832.727516467592,East,2022-10-28
C0000721,2024-01-18,20749,27214.720382585754,South,2025-01-18
C0000722,2015-03-17,35121,14378.713372784492,South,2016-03-17
C0000723,2015-09-22,47487,13577.765596625655,East,2016-09-22
C0000724,2021-11-07,43361,19291.54331741453,East,2022-11-07
C0000725,2019-12-25,31223,15680.849409904396,West,2020-12-25
C0000726,2016-12-18,82930,15583.172673695417,South,2017-12-18
C0000727,2022-08-14,24056,13692.267358376277,North,2023-08-14
C0000728,2024-06-17,38380,17317.448318061393,East,2025-06-17
C0000729,2024-12-14,36035,14095.22796960841,South,2025-12-14
C0000730,2017-04-30,40620,14348.199301489853,South,2018-04-30
C0000731,2024-10-17,29877,21796.78049095934,West,2025-10-17
C0000732,2018-10-22,65316,19603.051653646926,North,2019-10-22
C0000733,2015-05-24,74041,23050.980937475433,West,2016-05-24
C0000734,2017-06-03,63352,12152.497332230005,North,2018-06-03
C0000735,2023-08-07,40911,19989.535346935478,North,2024-08-07
C0000736,2023-09-06,42784,37148.96770886033,East,2024-09-06
C0000737,2016-01-31,13191,17824.30500667145,South,2017-01-31
C0000738,2023-06-24,43160,25525.28228097435,South,2024-06-24
C0000739,2023-03-15,74641,25458.426175628305,South,2024-03-15
C0000740,2023-01-17,59723,25836.91552128862,North,2024-01-17
C0000741,2019-02-01,13631,20952.19108163733,South,2020-02-01
C0000742,2024-09-25,16172,23619.44978020724,East,2025-09-25
C0000743,2024-12-15,52080,24580.38597991616,North,2025-12-15
C0000744,2023-10-28,99097,24116.07256238012,North,2024-10-28
C0000745,2018-03-13,30281,14253.739152535676,North,2019-03-13
C0000746,2022-03-01,38671,11941.615212626195,North,2023-03-01
C0000747,2017-11-28,61431,12505.513886824972,East,2018-11-28
C0000748,2020-11-26,38602,18378.779725691773,South,2021-11-26
C0000749,2017-12-01,98789,23817.55089199888,East,2018-12-01
C0000750,2018-04-24,61399,14309.46687937616,South,2019-04-24
C0000751,2023-03-02,33472,26296.50021335097,East,2024-03-02
C0000752,2021-09-11,59230,17142.52414504165,West,2022-09-11
C0000753,2024-01-08,83616,17191.55298491923,West,2025-01-08
C0000754,2016-09-25,17099,15508.877815564747,West,2017-09-25
C0000755,2018-03-02,35431,11322.691542821265,West,2019-03-02
C0000756,2023-11-09,66492,21349.72714604543,North,2024-11-09
C0000757,2018-05-23,57684,33316.24230136395,North,2019-05-23
C0000758,2017-01-02,40111,19559.192175995762,East,2018-01-02
C0000759,2015-08-23,73936,11439.304955975487,East,2016-08-23
C0000760,2022-05-29,32614,25187.49306829756,West,2023-05-29
C0000761,2017-01-20,51991,12241.175670548955,South,2018-01-20
C0000762,2022-03-20,80476,13867.311805071933,West,2023-03-20
C0000763,2023-06-08,70920,18555.073752768956,East,2024-06-08
C0000764,2023-08-12,73530,20678.566986445247,West,2024-08-12
C0000765,2017-08-11,46224,14726.454771249737,East,2018-08-11
C0000766,2021-12-14,17788,18339.366129564452,West,2022-12-14
C0000767,2023-02-08,38082,24699.757882206442,South,2024-02-08
C0000768,2024-02-07,99570,25736.195504872503,West,2025-02-07
C0000769,2024-01-15,86816,29011.190868372447,South,2025-01-15
C0000770,2019-03-23,93588,35341.938445600725,South,2020-03-23
C0000771,2018-04-12,26531,25411.746239878903,East,2019-04-12
C0000772,2019-08-04,98340,18675.7103297901,South,2020-08-04
C0000773,2018-04-06,54857,25791.342106842436,North,2019-04-06
C0000774,2021-01-26,20142,22925.7238242143,North,2022-01-26
C0000775,2018-11-17,58355,23200.058826075223,North,2019-11-17
C0000776,2023-03-13,19866,21018.65457578368,East,2024-03-13
C0000777,2022-10-13,80067,15159.516557695684,North,2023-10-13
C0000778,2022-05-05,74027,14640.853392494004,East,2023-05-05
C0000779,2018-05-02,67906,19358.067558926632,East,2019-05-02
C0000780,2019-03-21,38138,20840.907120058848,North,2020-03-21
C0000781,2020-09-07,39956,16255.193279316314,South,2021-09-07
C0000782,2023-11-11,86295,22629.340253578586,West,2024-11-11
C0000783,2018-12-16,15439,37206.16570226907,East,2019-12-16
C0000784,2021-07-14,57241,11809.986714054075,North,2022-07-14
C0000785,2019-02-28,52533,23734.224169734007,East,2020-02-28
C0000786,2018-10-20,38270,19539.778967427268,South,2019-10-20
C0000787,2020-01-31,88815,22815.528703571235,South,2021-01-31
C0000788,2018-09-27,49279,17514.521045392863,North,2019-09-27
C0000789,2016-05-14,33888,19075.919023844002,East,2017-05-14
C0000790,2019-08-08,27630,20719.90549482461,West,2020-08-08
C0000791,2016-05-25,71063,18206.060915087386,West,2017-05-25
C0000792,2024-04-21,45144,12630.093329028794,East,2025-04-21
C0000793,2015-08-05,62161,18579.711611631676,East,2016-08-05
C0000794,2018-08-17,87360,13030.784969375538,East,2019-08-17
C0000795,2018-03-01,60979,24244.811947651157,North,2019-03-01
C0000796,2020-01-02,16979,11388.239392837258,South,2021-01-02
C0000797,2023-08-08,36189,27135.451186601906,West,2024-08-08
C0000798,2024-02-06,52600,22671.61317659653,North,2025-02-06
C0000799,2024-07-18,69560,22697.647976249307,East,2025-07-18
C0000800,2019-12-16,88040,10411.924758278645,East,2020-12-16
C0000801,2021-10-28,71558,18059.37408017088,South,2022-10-28
C0000802,2023-01-02,96205,28171.582289321177,East,2024-01-02
C0000803,2018-04-20,16910,17058.733943264437,North,2019-04-20
C0000804,2021-01-23,67713,14423.027712773659,North,2022-01-23
C0000805,2015-04-01,56857,16465.111578543067,South,2016-04-01
C0000806,2016-12-14,44964,19526.283586408656,North,2017-12-14
C0000807,2020-02-25,95667,15438.024444492312,West,2021-02-25
C0000808,2024-11-11,35227,28858.0761785713,North,2025-11-11
C0000809,2015-02-08,15978,19547.44255006428,North,2016-02-08
C0000810,2023-10-03,97527,16870.624540235713,North,2024-10-03
C0000811,2024-08-23,27153,13488.556549395322,West,2025-08-23
C0000812,2015-06-22,69765,23047.99319667662,East,2016-06-22
C0000813,2016-10-14,49071,22891.018066074277,North,2017-10-14
C0000814,2017-01-23,79519,15714.471653498462,South,2018-01-23
C0000815,2018-05-28,19503,10189.380113150277,West,2019-05-28
C0000816,2017-12-17,70703,22544.09970634264,South,2018-12-17
C0000817,2019-08-11,74379,18844.17228774412,North,2020-08-11
C0000818,2021-11-28,67866,22044.564672549237,South,2022-11-28
C0000819,2016-03-31,26905,35851.91853053264,North,2017-03-31
C0000820,2017-04-08,55838,19770.583831006625,West,2018-04-08
C0000821,2017-06-13,68279,17083.159197220677,South,2018-06-13
C0000822,2018-10-16,99489,14126.438756653451,South,2019-10-16
C0000823,2020-05-12,36806,18147.234565581424,North,2021-05-12
C0000824,2023-05-31,55000,20913.981903670716,North,2024-05-31
C0000825,2021-08-31,32168,20251.66367964785,East,2022-08-31
C0000826,2020-06-19,80119,33424.3381932227,North,2021-06-19
C0000827,2021-07-23,48714,23149.43538128858,North,2022-07-23
C0000828,2015-07-09,64093,19140.460773118866,East,2016-07-09
C0000829,2016-05-19,65419,16123.479237278236,North,2017-05-19
C0000830,2018-04-29,59145,21590.352041338563,North,2019-04-29
C0000831,2019-03-12,87425,15182.482156222788,East,2020-03-12
C0000832,2024-06-02,87811,21035.13310646721,West,2025-06-02
C0000833,2024-07-12,12461,23068.519574169557,West,2025-07-12
C0000834,2017-04-03,24291,18677.303202170126,North,2018-04-03
C0000835,2017-07-17,56804,16496.674048970126,North,2018-07-17
C0000836,2017-07-22,86971,10346.576238959087,East,2018-07-22
C0000837,2018-02-14,74946,28089.497132484896,East,2019-02-14
C0000838,2015-05-14,94080,22493.690284711945,West,2016-05-14
C0000839,2020-10-06,71332,22658.383264263102,South,2021-10-06
C0000840,2024-12-06,87794,12476.402002398558,North,2025-12-06
C0000841,2016-11-15,40841,30150.343946127425,South,2017-11-15
C0000842,2022-06-12,58758,17334.16935955919,South,2023-06-12
C0000843,2021-01-29,86272,18276.318124090492,East,2022-01-29
C0000844,2020-01-27,47643,14461.04763113544,North,2021-01-27
C0000845,2017-03-25,60408,11659.962929345867,North,2018-03-25
C0000846,2018-03-18,53950,28203.57137799121,East,2019-03-18
C0000847,2015-03-21,66849,29318.6529182305,South,2016-03-21
C0000848,2023-01-12,38044,18964.831221183613,East,2024-01-12
C0000849,2023-12-29,25997,16255.468090922668,West,2024-12-29
C0000850,2015-07-22,89751,17798.80767097167,North,2016-07-22
C0000851,2022-09-12,33911,17945.873932149683,West,2023-09-12
C0000852,2018-06-06,65533,13905.53280361593,East,2019-06-06
C0000853,2019-08-27,92566,18257.357626243804,North,2020-08-27
C0000854,2018-06-04,24571,20867.132613272042,West,2019-06-04
C0000855,2019-08-10,67941,27050.132275364376,West,2020-08-10
C0000856,2019-04-05,68005,20015.720108169313,South,2020-04-05
C0000857,2024-08-13,96250,12420.386663505073,North,2025-08-13
C0000858,2024-07-05,68712,22160.448037589398,West,2025-07-05
C0000859,2020-09-25,53541,18457.403293395757,West,2021-09-25
C0000860,2018-06-10,33387,30065.17812727933,South,2019-06-10
C0000861,2024-03-30,58908,30602.510914797804,West,2025-03-30
C0000862,2019-03-30,95457,30925.497785779375,West,2020-03-30
C0000863,2018-03-12,23057,16840.190825085367,West,2019-03-12
C0000864,2024-07-18,74028,36205.145261208454,South,2025-07-18
C0000865,2024-10-24,65731,22143.134032661128,West,2025-10-24
C0000866,2018-10-28,34858,32464.878475875994,West,2019-10-28
C0000867,2024-12-16,58689,17140.75286873002,North,2025-12-16
C0000868,2024-02-13,54638,18222.656813683156,North,2025-02-13
C0000869,2022-05-27,56486,21638.04108095278,South,2023-05-27
C0000870,2016-04-15,30567,20859.46921006485,East,2017-04-15
