payment_id,claim_id,payment_date,payment_amount
P694451bb044e,CL0000187,2024-04-22,5003.36
P3da7a7223846,CL0000187,2024-05-22,6386.54
Pc947bee7e3e9,CL0000187,2024-06-22,7572.13
P0c2700a58beb,CL0000188,2023-06-14,1202.4
Paf1476ef47fa,CL0000188,2024-09-14,3781.05
Pa3f403dba611,CL0000189,2023-04-03,1790.44
Pfa8cea64d912,CL0000189,2023-05-03,1844.13
P9ad027a06a16,CL0000189,2023-06-03,4463.09
P4cdc4b1d5ac7,CL0000189,2023-11-03,7075.34
P70d693128eb7,CL0000189,2024-07-03,6809.01
Pe7770fb2fa5b,CL0000190,2017-05-21,4710.53
Pcf93efc9148e,CL0000190,2018-06-21,1542.23
P5d0ecd399eec,CL0000190,2018-08-21,1679.2
P3e922d2632e3,CL0000191,2015-12-27,1646.0
Pc6acc45b174f,CL0000192,2017-03-07,1913.23
P34e39b43acb7,CL0000192,2017-06-07,267.95
Pd6db90b80276,CL0000192,2018-05-07,274.38
P984bb95ae0ea,CL0000192,2018-10-07,898.65
P3f925813666d,CL0000192,2018-11-07,41472.2
Pa81b9ac4bee4,CL0000193,2017-06-08,402.57
Pda538a43c1cc,CL0000193,2018-05-08,5102.0
P026862a1c63a,CL0000193,2018-06-08,2178.05
P3b2d9cb472cc,CL0000193,2018-08-08,3910.21
P085cbc714df8,CL0000193,2018-09-08,10861.14
P3b2afb1c908d,CL0000193,2019-06-08,1719.8
Pac8bdfa68727,CL0000195,2024-05-16,6444.06
P30a77ace8210,CL0000195,2024-12-16,2044.29
P83419b3b9738,CL0000196,2021-07-13,4764.41
P86b6c564774b,CL0000196,2022-01-13,5264.02
P8f55d936c998,CL0000197,2019-06-27,1079.6
P828ff013882e,CL0000197,2019-09-27,1354.08
P02177883c9f7,CL0000198,2024-11-23,2102.31
P5612681760fc,CL0000200,2020-12-01,3277.1
P3a9e93b51ce5,CL0000200,2021-03-01,1687.06
Pd0091bc26b09,CL0000201,2017-02-19,1883.23
P460802f4dd60,CL0000201,2017-12-19,24900.14
P456eb1cf2bab,CL0000201,2019-06-19,25467.26
P2d422d1d2999,CL0000202,2023-07-14,732.8
P2a8d0c785ddb,CL0000202,2023-08-14,8927.49
P924d55e08ccd,CL0000203,2021-05-05,4766.3
P888647a81a8e,CL0000203,2021-08-05,737.42
P8dc28029ca96,CL0000203,2022-01-05,3608.37
Pd6d93a7ea83a,CL0000203,2022-04-05,1310.02
P49f982cc9c33,CL0000204,2019-12-11,57.13
P16e9463e4903,CL0000204,2020-02-11,2104.54
Pe7cd65dc284c,CL0000205,2023-03-07,35018.12
P3a0820371cbd,CL0000205,2024-03-07,6385.86
Pe9348796dee1,CL0000206,2022-09-04,2002.84
Pd99318df8e32,CL0000206,2023-05-04,14523.47
P896675ddcb7a,CL0000207,2024-04-19,13720.59
P8ca95b5ddfb9,CL0000208,2021-04-16,3724.68
P7231eda4808c,CL0000208,2021-05-16,9339.83
P5e4eeaa5e7fb,CL0000208,2021-12-16,1761.17
Pf1e94fbafbf1,CL0000208,2022-03-16,6705.31
Pba4a7f085c3d,CL0000209,2022-04-16,3511.55
P7d580ef03d19,CL0000209,2022-05-16,5039.51
Pf4dd7021dfaa,CL0000209,2022-12-16,9462.56
P45fff0843699,CL0000210,2019-06-27,6903.12
P7c9b4eeb61fd,CL0000210,2019-10-27,7075.67
Pc5eb88a2e974,CL0000210,2019-12-27,1029.6
Pb605ae8a2925,CL0000211,2019-12-08,4121.88
P746abe663195,CL0000211,2020-01-08,8801.75
Pd66fe0379760,CL0000211,2020-04-08,249.79
P63d22a738bb6,CL0000211,2020-10-08,8765.76
P45ddb0335ca7,CL0000212,2020-12-09,4945.54
Pd0aed3affd59,CL0000212,2021-02-09,4308.04
P6f54836fd3ea,CL0000212,2021-07-09,771.64
Pf3080bbc4572,CL0000212,2021-09-09,2870.87
P91b1b352512c,CL0000213,2016-06-08,1994.84
P0eca7d9a33d8,CL0000213,2016-10-08,215.81
Pe6a886d9528f,CL0000213,2017-11-08,380.09
P6e63f14aafa2,CL0000213,2018-01-08,1792.28
Pdcee6878b091,CL0000213,2018-05-08,1021.09
Ped37d49531ce,CL0000213,2018-09-08,97.15
P3db2d2469ca5,CL0000213,2018-11-08,6098.97
P36f40deaa97d,CL0000214,2020-10-09,22272.77
Pcf2a509f2fc6,CL0000214,2021-03-09,5263.6
P43e95a457ea9,CL0000214,2021-08-09,1131.2
P7c788b337c82,CL0000215,2022-07-23,3468.45
P8e8ba3ea33f7,CL0000216,2017-04-10,6722.78
P8f454a81a5dd,CL0000216,2018-01-10,213.05
P13ea74153023,CL0000217,2019-08-04,6129.86
P4549cc6aa4a6,CL0000217,2020-01-04,5526.68
P91a36234baac,CL0000217,2020-02-04,5311.36
Pa1c9e80a33d8,CL0000218,2020-12-02,2353.31
P54d3c0a25ba2,CL0000218,2021-04-02,11259.31
Pee92aeab25b0,CL0000219,2022-04-16,14050.91
P74d6a8a0e8a7,CL0000219,2022-11-16,17137.63
P2c45045290b7,CL0000219,2023-08-16,2918.87
P4bc6329aecb3,CL0000219,2024-03-16,5015.68
Pd1e40dbb23de,CL0000220,2021-03-12,3518.81
P2dfecf64b2c6,CL0000220,2021-09-12,5217.34
Pbdce6a705619,CL0000220,2021-10-12,2124.66
Pe81681ceb9f8,CL0000220,2022-01-12,1935.09
Peaf6eb6acc8a,CL0000221,2024-03-03,3605.6
Pec21ea91da06,CL0000222,2024-03-07,2748.62
P9447ec4bfaf6,CL0000222,2024-04-07,7992.46
P63e83959921a,CL0000222,2024-05-07,1150.46
Pef6b5a4ed033,CL0000222,2024-10-07,3093.18
P12b98090d9e9,CL0000222,2024-11-07,6504.51
Pe3643305e7b1,CL0000223,2022-05-12,6296.16
P1de8f1e851b9,CL0000223,2023-03-12,863.16
Pf7b985eb18f0,CL0000223,2024-02-12,1477.94
Pdddf3fd33e96,CL0000223,2024-05-12,1067.12
P3ccfde082057,CL0000224,2021-11-07,4474.9
P406cba0925ad,CL0000224,2022-01-07,241.9
P4ee5d9010c61,CL0000225,2021-06-27,7230.96
P1c8aa03f027c,CL0000225,2021-08-27,5926.73
Pdab71336635d,CL0000225,2022-02-27,1231.27
P1f793312a620,CL0000225,2022-06-27,4780.77
P153462099103,CL0000227,2024-07-17,916.17
P159ba32947d2,CL0000227,2024-08-17,34937.64
Pe986e74e8af3,CL0000227,2024-09-17,2121.39
Pf5cdd460de0b,CL0000228,2017-12-19,20454.39
Pa2286331bc22,CL0000228,2018-02-19,1764.1
P65ba6701feca,CL0000228,2018-04-19,10933.99
Pf75ddc1627fc,CL0000229,2020-06-18,4389.08
Pc8edcc96311f,CL0000229,2020-11-18,1153.93
P0b41c342872d,CL0000229,2020-12-18,3336.36
P06f861546510,CL0000229,2021-05-18,5550.13
P552688ba761d,CL0000230,2019-03-04,6344.93
Pecc2136b1c65,CL0000230,2019-07-04,9655.36
P375cbd02ee72,CL0000231,2016-03-15,25.15
Pd5db01943511,CL0000231,2016-09-15,773.45
Pba136ec4babb,CL0000231,2017-01-15,1225.62
P5c6daf0c3e6b,CL0000231,2017-02-15,935.16
P5d4519054c55,CL0000232,2017-02-14,3679.95
Pe211528013e0,CL0000232,2017-04-14,1521.96
Pe92852f0dfc1,CL0000232,2017-11-14,357.13
Pf730615f60f8,CL0000232,2017-12-14,1205.36
P6894e47d28c4,CL0000233,2020-10-06,22866.62
P6cace7fad451,CL0000234,2022-05-23,14224.39
Pe4cf33b179ad,CL0000234,2022-09-23,954.26
Pd43c36d3260d,CL0000235,2020-11-27,26180.72
P0d170fdfbd9b,CL0000235,2021-01-27,26551.8
P152c0b591408,CL0000235,2021-04-27,10297.32
P275dd5a5656d,CL0000236,2023-04-14,3699.29
Pfb75f44c0d7c,CL0000237,2018-04-20,4779.02
P7bff3de57990,CL0000237,2018-05-20,397.86
P718a548b4b62,CL0000237,2018-07-20,1685.38
P3a23c7df3298,CL0000237,2019-05-20,7470.31
P376cd16084dd,CL0000238,2019-05-07,16073.95
Pd2cb341ad868,CL0000238,2019-08-07,839.43
P5da8f18b32da,CL0000238,2019-10-07,2190.29
P9990e3d456df,CL0000238,2020-11-07,4402.35
P7fb149cc1cbf,CL0000238,2021-01-07,9369.69
P5e13f3786626,CL0000239,2019-07-16,2648.3
Pf3ec8d034dc1,CL0000239,2019-08-16,22097.58
Pa8cb7387135b,CL0000239,2019-10-16,46.26
Pb268679aaffc,CL0000240,2020-06-11,14030.4
Peb12a4c0360c,CL0000240,2021-02-11,3740.88
P972bbc28bc43,CL0000241,2020-04-12,2894.71
P60782f1d020e,CL0000242,2023-03-14,179.11
Pebc2d3bf0d1e,CL0000242,2023-09-14,611.33
Pebb7e5bc993e,CL0000242,2023-11-14,3059.08
Pc83187506157,CL0000242,2024-03-14,2668.0
P8c6fd8703a05,CL0000243,2016-09-22,498.26
P9087bf1b53e4,CL0000243,2017-08-22,4049.85
Pf1e755c53d7b,CL0000244,2020-02-08,16621.69
P6ed2a10e191d,CL0000244,2020-06-08,3488.18
P4c55ee68abed,CL0000245,2018-06-21,4066.69
P42204074dc01,CL0000245,2018-09-21,6996.01
P201cc6483ae3,CL0000245,2019-01-21,8991.27
P431091236abb,CL0000246,2020-08-13,1656.74
Pfd61c30f3e73,CL0000246,2020-11-13,1349.51
P409c746c1f46,CL0000246,2020-12-13,1283.49
P7ac97559e3bf,CL0000246,2021-04-13,1766.23
P7aae2b2d6ddf,CL0000246,2021-08-13,1731.59
Pa40b94e2fe01,CL0000246,2021-09-13,1979.26
P3dfb3a7678ec,CL0000246,2022-01-13,1730.83
P365925949f62,CL0000247,2018-06-17,1211.54
P6a8ae8790592,CL0000247,2018-10-17,3128.98
Pdceb0ff004c3,CL0000247,2018-12-17,4337.1
P6314d9919418,CL0000247,2019-03-17,1016.86
P534ab7126e3f,CL0000248,2019-03-20,2536.68
P88621e88e342,CL0000248,2019-05-20,6305.43
Pc3d917836765,CL0000248,2020-03-20,12807.89
P5be8102d8fcc,CL0000248,2020-04-20,5272.06
P851a0d09241e,CL0000249,2019-07-16,3543.53
P881c901d2ef2,CL0000249,2019-11-16,56144.88
Pe6a0bad70aca,CL0000249,2020-03-16,78127.81
Pd92de08232e6,CL0000249,2020-07-16,20821.24
P14008b7aa8ca,CL0000249,2020-08-16,1830.66
P1d9351a9c4d9,CL0000249,2021-07-16,30511.52
P15f247d3d69a,CL0000250,2024-12-26,11040.2
P4aa8370b3396,CL0000251,2017-10-07,758.36
P5449467eb48f,CL0000251,2018-01-07,2188.11
P446fb3715013,CL0000251,2018-02-07,1162.15
P4eee4c7a14b4,CL0000252,2018-02-01,7921.96
Pbf80206bfdb8,CL0000252,2018-04-01,892.73
P0777155fa4f1,CL0000252,2018-08-01,4287.87
P749a8e33ada9,CL0000253,2017-02-06,2214.5
P4746b2cccd7d,CL0000254,2018-04-11,4094.0
P547b23ad6a75,CL0000254,2018-06-11,310.11
Pee6c1a1d51c3,CL0000255,2023-07-22,731.16
P5fdf96c43ae7,CL0000256,2023-10-15,4918.36
Pa91cd84fbfc6,CL0000256,2024-06-15,428.76
P733a1082a25c,CL0000257,2020-04-23,1537.41
P157760c713bf,CL0000257,2020-10-23,291.44
P88de7cbec6ac,CL0000257,2020-11-23,695.54
Pb63285982474,CL0000257,2021-04-23,1457.57
P503d4e755fb1,CL0000257,2021-09-23,1180.05
P0d4308134af0,CL0000258,2020-11-01,6586.0
Pdb442b220e4f,CL0000258,2021-01-01,10597.92
P969ddfd026bc,CL0000259,2024-11-03,2699.16
P6336b295714d,CL0000260,2021-01-05,3671.3
P1bf39b631ee1,CL0000261,2021-12-02,2001.26
P7ca85f591deb,CL0000261,2023-03-02,7388.75
Pcfc2722fa56f,CL0000261,2023-05-02,4325.73
P7ff6f1bf4206,CL0000262,2021-07-04,8523.92
P7e270582e719,CL0000262,2022-02-04,5232.79
Pda06a3185c27,CL0000263,2021-12-24,4672.35
Pc41c530822d7,CL0000263,2022-08-24,1617.95
Padd5314672b6,CL0000263,2022-10-24,4416.48
Pcedadd3759dd,CL0000264,2016-04-18,6294.71
P09bb297350f7,CL0000264,2016-07-18,282.48
Pec8688ac2ee3,CL0000266,2022-07-16,92467.97
P782caa6c98c0,CL0000266,2022-10-16,1434.23
P9fae3e5fc515,CL0000266,2024-11-16,34009.55
P172c4c840fca,CL0000267,2019-10-13,11368.51
P6ae92bdca7fc,CL0000267,2020-11-13,494.78
P69e2e05ed6d4,CL0000267,2021-05-13,3762.8
P9681230417bc,CL0000267,2021-10-13,22502.25
P5990358a5bab,CL0000268,2024-09-27,2390.1
P38b4136a7211,CL0000269,2018-10-22,1346.9
P930002ad73ad,CL0000269,2019-08-22,8333.5
P5825dc3f1849,CL0000269,2019-09-22,45.39
Pc4078ef8f830,CL0000269,2019-10-22,575.88
P97c5e1f78584,CL0000270,2019-01-13,7790.8
P07dffc73469a,CL0000270,2019-02-13,1592.87
Pb6cc6b36c8f9,CL0000271,2024-02-13,315.67
P376fa2cb6572,CL0000271,2024-04-13,9.12
Pd9822fd6e192,CL0000271,2024-06-13,363.88
P5a1b4d7a153d,CL0000271,2024-11-13,3358.97
P3ceec34a4233,CL0000272,2024-06-21,733.27
P8dcf0c1f2b80,CL0000272,2024-07-21,1427.56
P8477c1731158,CL0000274,2022-06-15,4780.88
P994d353e949c,CL0000274,2022-12-15,1108.61
Pf209ccac988c,CL0000274,2023-01-15,990.61
P761a80945142,CL0000274,2023-03-15,2103.79
Pba6f6cdaffb5,CL0000275,2021-04-21,13764.77
P082e17db321e,CL0000275,2021-09-21,3032.78
P2f2e133342b7,CL0000276,2022-10-04,12964.13
Pb1f60ef5c330,CL0000276,2023-02-04,216.63
P5226aec762ff,CL0000276,2023-04-04,4928.69
Pf52d15df4ba6,CL0000276,2024-06-04,1548.49
P7ddf4de0422e,CL0000277,2018-11-15,9883.92
Pb7a0162256ce,CL0000277,2018-12-15,5905.4
Pbc15a47638d8,CL0000277,2019-02-15,720.02
P3833277352da,CL0000278,2016-09-06,1251.13
Pa3e07c0045e6,CL0000278,2016-11-06,2986.0
P332de6506b0b,CL0000278,2017-02-06,20408.78
P337cc408f2b4,CL0000279,2016-11-21,3981.01
P2a8c4a7ebe1f,CL0000279,2017-02-21,1185.03
P3578673fa306,CL0000279,2017-08-21,672.11
Pa02efc2bc45e,CL0000279,2017-12-21,5093.67
Pddf6cb31e6d3,CL0000280,2023-01-05,112245.95
P7336514828a6,CL0000280,2023-03-05,22240.24
Pf738b9b9cce3,CL0000280,2024-03-05,106395.62
Pbd80df2b4f26,CL0000281,2019-11-03,31134.9
Paed58f1fd186,CL0000281,2020-04-03,3989.04
Pe0a51c01c5ae,CL0000281,2020-06-03,30626.63
P7bec84a8f780,CL0000282,2024-03-04,3577.16
P3e491da1b688,CL0000282,2024-05-04,1464.75
Pd90813f2eaf4,CL0000283,2024-06-20,6738.52
P1455cc4ef24e,CL0000284,2021-09-09,6997.93
Pb21d484c7cfb,CL0000284,2021-10-09,5692.98
P0f8647b608ce,CL0000284,2021-11-09,9392.21
Pf1c2d9f41db1,CL0000284,2022-04-09,38.89
P1229445d2938,CL0000284,2022-11-09,83313.48
Pfec3170c40af,CL0000284,2022-12-09,16517.34
P59e5a2eb0413,CL0000285,2018-12-12,986.14
Pc30aee8aaa1d,CL0000285,2019-07-12,1298.14
Pea5761235d76,CL0000285,2019-10-12,1188.69
Pe6ea1c36897b,CL0000285,2019-11-12,889.45
P30112365b1bb,CL0000286,2021-04-19,4270.88
Pde76a57dd00b,CL0000287,2023-06-02,341.72
P110c9a8c6dc7,CL0000287,2023-09-02,460.98
P5cc3d1071561,CL0000287,2023-12-02,2368.14
P4b3b8bcbac3b,CL0000287,2024-06-02,185.51
P7e220c6e9e4c,CL0000288,2023-07-18,2616.72
Pa0a0e052b2fd,CL0000288,2023-09-18,2868.24
P4343113c89dd,CL0000288,2024-01-18,12771.43
P73e0aef75943,CL0000288,2024-06-18,11598.36
P947a9e6dcfea,CL0000289,2017-08-11,443.14
P4c74cef943ba,CL0000289,2018-01-11,1432.45
Pc531f62504b4,CL0000289,2018-03-11,4729.15
Pd868a9bec863,CL0000289,2018-09-11,3898.4
Pf7cec15d532e,CL0000290,2019-07-05,2278.05
P10874f5e3abd,CL0000290,2019-10-05,3958.85
Pa8c55f4e4660,CL0000291,2020-01-24,1621.15
P22b9937577a9,CL0000291,2020-12-24,1700.52
P0683c9937c2e,CL0000291,2021-03-24,301.5
P7ef289eaad7a,CL0000292,2020-02-02,1603.92
Pb86596d04ff7,CL0000293,2023-10-17,1361.07
P54dbd261f4cc,CL0000293,2024-04-17,1660.3
Pffe21af9492e,CL0000294,2015-10-18,6804.69
Pba496b7bc869,CL0000294,2016-04-18,4463.4
P8dd80a69dbb7,CL0000294,2016-06-18,1578.41
P4d33c2c5d76d,CL0000294,2016-11-18,8118.87
Pca8eccbaaabf,CL0000295,2016-07-10,1539.2
P829b227a98ef,CL0000295,2016-10-10,6149.77
P52f91c932252,CL0000296,2020-04-26,15296.01
P114ffbd5f9a6,CL0000296,2020-07-26,5176.69
Pfa2d246d53c5,CL0000296,2020-10-26,32987.34
P5c3a0ca4230e,CL0000297,2018-01-21,18829.74
P11a610e14149,CL0000297,2018-06-21,22939.5
Pafecdf67e54e,CL0000297,2019-06-21,10105.87
P4f0cf377a255,CL0000297,2019-09-21,3656.43
P46c55d685634,CL0000297,2019-10-21,1811.34
P340a3f5c842f,CL0000298,2024-08-03,759.1
P7a96db490d1a,CL0000298,2024-10-03,1428.2
P704f116d7198,CL0000301,2024-12-13,1407.28
Pe3e4ae845ce7,CL0000302,2024-09-16,2805.07
Pf4f90e728b31,CL0000302,2024-11-16,2386.56
Pb070da6097b8,CL0000304,2018-01-08,2588.15
Pfcf84cb44af3,CL0000304,2018-09-08,26964.35
P00c503667781,CL0000304,2018-10-08,5836.6
Pea5f00b28af5,CL0000304,2018-12-08,7537.18
P445469b44a79,CL0000304,2019-09-08,6548.72
Pe80592f10b02,CL0000304,2020-02-08,16592.09
P872d0dae0385,CL0000304,2020-05-08,3977.63
P8c08334d3ada,CL0000305,2021-05-08,7.9
P7701e487aeee,CL0000305,2021-07-08,2421.89
P522734cc40a7,CL0000305,2021-12-08,2115.51
P400ba60820e0,CL0000305,2022-04-08,2169.15
Pd29f49ef9cd0,CL0000306,2021-12-25,8890.55
Pbe5dd52e8518,CL0000306,2022-01-25,11835.88
P074c3e664a26,CL0000306,2022-03-25,761.38
P9e79863cb419,CL0000306,2023-02-25,1605.93
P9303a409458f,CL0000306,2023-12-25,1715.63
P7aa4d4feb9dd,CL0000307,2018-02-19,2101.02
Pdb240b955dad,CL0000308,2022-12-02,3116.8
P0e9d3f6d71c4,CL0000308,2023-05-02,8025.7
P5eb4923e4725,CL0000308,2023-07-02,120364.35
Peda5a5cf6270,CL0000308,2023-11-02,2716.83
Pa0d927e4b27d,CL0000308,2024-02-02,165300.99
P09eef99c8659,CL0000309,2016-10-27,1435.74
P1ab8a7bf0757,CL0000309,2016-12-27,567.36
P10fdda2c7846,CL0000310,2015-10-27,1297.53
P7d705956aaa0,CL0000310,2016-03-27,6899.9
P830f3297a767,CL0000310,2016-05-27,11302.17
P65903236497d,CL0000311,2017-09-06,1319.26
P898d652ae48b,CL0000312,2016-02-15,3301.17
Pd4cae78b43a4,CL0000312,2016-07-15,1938.83
P43cf780e8300,CL0000313,2022-12-12,352.27
P37009df0479d,CL0000313,2023-04-12,1458.71
Pef40ee58de9e,CL0000313,2023-06-12,77.58
P677a831fbd14,CL0000313,2023-08-12,3886.28
P7f9bb4617712,CL0000314,2022-07-16,223.14
Pf6186d315fbd,CL0000314,2022-09-16,1047.1
P156fde0f1cd1,CL0000314,2023-01-16,947.75
P6a50e5aed1f2,CL0000314,2023-02-16,833.19
P9e090aeb4996,CL0000315,2016-12-13,225.12
P2ddcadf16777,CL0000315,2017-01-13,298.21
P69ef0341e007,CL0000315,2017-02-13,176.71
P7c606589c8eb,CL0000315,2017-08-13,240.96
Pc7a572354a6a,CL0000316,2024-01-03,7963.52
P028c28ee037e,CL0000316,2024-03-03,192.72
P3c1ad4935934,CL0000316,2024-06-03,18916.04
Pf9fe674f1233,CL0000316,2024-10-03,5721.81
Pbf083c7096f3,CL0000316,2024-12-03,3844.12
Paed3082bf15a,CL0000317,2018-11-23,5746.48
Pfe6a18d0591d,CL0000317,2019-05-23,491.86
Pd156cedef7b7,CL0000317,2019-06-23,1086.06
P29fda779d570,CL0000318,2020-06-12,4265.81
Pe4f1f424dcac,CL0000318,2020-12-12,1191.62
P100f5e2ca750,CL0000318,2021-06-12,6655.2
P71d4579f6bc8,CL0000318,2021-08-12,1108.12
P7b6849767649,CL0000319,2022-11-22,1014.81
Pcd0ca5ce9fd6,CL0000319,2023-01-22,2776.35
P6be08d59a6d7,CL0000319,2023-07-22,4622.83
P26f86babde50,CL0000319,2023-11-22,2497.6
P691c6f011ae2,CL0000320,2023-12-12,10364.33
P33247b387829,CL0000321,2022-02-15,33603.82
P094a9e08a52f,CL0000321,2023-04-15,9261.11
P2468b8c82084,CL0000321,2023-07-15,2867.03
P07301980d4f1,CL0000322,2017-02-01,5504.27
P763a5ee2356b,CL0000322,2017-03-01,539.24
P448615e18026,CL0000322,2017-06-01,19507.31
P9f379a65ca35,CL0000322,2018-02-01,7677.79
Pef9a49803ce0,CL0000323,2016-05-12,1031.69
Pcf50ce8f1578,CL0000323,2016-08-12,6412.58
P1ea3ca10c181,CL0000324,2021-09-10,351.17
P9b3c3a5cd04c,CL0000324,2022-02-10,1774.23
P8c7c138e9998,CL0000324,2022-04-10,1988.18
P00ea51ba9917,CL0000324,2022-07-10,2306.21
P634ff92e85c7,CL0000324,2023-10-10,1125.4
P2348166b71ad,CL0000324,2023-11-10,560.88
Pce1e9ad5abea,CL0000324,2024-02-10,1135.85
Pf632008df402,CL0000325,2021-10-11,11632.03
P41e93647611f,CL0000326,2022-10-01,1768.7
P84b49bc7f5b7,CL0000326,2023-01-01,510.21
P458d2b875f96,CL0000327,2022-09-17,1442.61
P4a4552b469b7,CL0000327,2023-01-17,2745.35
P7175db286026,CL0000327,2023-02-17,2334.31
P69a3857ab921,CL0000328,2022-12-17,46643.97
P6c801ea5cea7,CL0000328,2023-03-17,8670.32
Pdbe62b9c1f89,CL0000328,2023-11-17,4355.36
P82ed7dece429,CL0000329,2022-07-05,60.39
P388c68cc086b,CL0000329,2022-09-05,1442.11
P89fc38ab0444,CL0000330,2023-01-23,392.51
P70d6a1ba8303,CL0000330,2023-06-23,662.02
Pe87479e23031,CL0000330,2023-08-23,357.0
P2f6d440a22a9,CL0000330,2023-10-23,1798.73
Pa2e51dc4d815,CL0000331,2024-10-07,462.4
P43478d6eb299,CL0000331,2024-12-07,2656.88
Pe660d4687d86,CL0000332,2022-05-12,3183.26
P000bbe34eab0,CL0000332,2022-09-12,621.12
P5321a1598898,CL0000332,2022-12-12,7032.64
P08e536f0cd2d,CL0000333,2020-09-10,359.19
Pfc6f77240056,CL0000333,2020-10-10,1641.57
P0616974610b1,CL0000334,2017-06-06,5747.72
Pd321a96aea8f,CL0000334,2018-04-06,3405.37
P0b484fe75429,CL0000334,2018-08-06,398.83
P92fc01bd7ba4,CL0000335,2018-09-24,156.44
Pc5bb87734a9b,CL0000335,2018-12-24,471.92
P3ae838671df9,CL0000335,2019-05-24,5133.25
Pfb00ead24c31,CL0000336,2024-05-01,8791.28
Pdcad18a9b15f,CL0000336,2024-10-01,1172.04
P0e7de1333e6e,CL0000337,2022-05-08,8379.2
P65f8576af951,CL0000337,2023-06-08,1817.14
P7b1678dcefc6,CL0000338,2022-09-14,1798.59
P7ef324e21676,CL0000339,2023-08-17,5554.79
P1f2b1e6948b1,CL0000339,2024-01-17,5512.69
P5e43485b49a3,CL0000340,2024-11-24,12121.26
P107e1a19be09,CL0000341,2022-07-18,83080.9
P417011fe2e09,CL0000341,2022-09-18,6345.88
P49862bbb2901,CL0000341,2024-06-18,25044.49
P4ea14fcb7bc3,CL0000341,2024-11-18,35490.68
Pb39932a7c796,CL0000343,2024-07-19,1317.58
Pa5d85dfc2818,CL0000343,2024-08-19,2123.23
P4314e38804e1,CL0000343,2024-11-19,274.09
P7944c37159bf,CL0000344,2015-07-20,5103.02
Pf7401c3c9df4,CL0000344,2016-01-20,2050.39
Pe7411d66961f,CL0000345,2016-01-23,38.03
P9b92dd2db179,CL0000345,2016-02-23,2488.94
P3f361021adb2,CL0000346,2019-02-23,3419.34
P57fb853e7ecf,CL0000346,2019-04-23,12368.39
P4d2735768ae8,CL0000346,2019-08-23,9665.28
P1ddb7de0c4ef,CL0000346,2019-12-23,5551.74
Paf2c71377df2,CL0000346,2020-01-23,1019.14
P082dc5998c90,CL0000346,2020-05-23,8071.67
P29ccfe0d2079,CL0000347,2017-07-23,3116.55
Pdab8f0422076,CL0000347,2018-06-23,4610.07
P85b04fff35d6,CL0000348,2016-06-28,7078.4
P00a2cb686120,CL0000348,2016-09-28,4530.19
P3902664d95ae,CL0000348,2017-01-28,1233.35
P8ef7949a8edf,CL0000348,2017-02-28,1960.66
P291b9211b834,CL0000348,2018-02-28,3791.61
P2dc0a4daafe4,CL0000349,2023-11-07,4348.37
Pf7c666b9e030,CL0000349,2024-10-07,3684.85
Pfa7cd5382b22,CL0000350,2023-06-19,168.21
P52565457f2d3,CL0000350,2023-08-19,8153.83
P8f7802873bef,CL0000351,2023-10-26,1801.65
Paec04370956d,CL0000351,2023-11-26,3791.33
P3dbfe225b5f4,CL0000351,2024-08-26,426.73
P536d5d727af0,CL0000351,2024-10-26,6635.34
P3b036d61641c,CL0000352,2023-07-08,1914.39
P929afd838a22,CL0000353,2016-01-20,94.39
P8dd7bd64fcb3,CL0000353,2016-03-20,847.74
P7b83b25371b7,CL0000353,2016-05-20,10263.34
P594f7f44475d,CL0000353,2017-01-20,56.53
P584761dfc064,CL0000354,2017-04-19,3215.08
P1bd399f78762,CL0000354,2018-01-19,2674.1
Pa7ec6e78430f,CL0000354,2018-02-19,13507.04
Pb407c5654e70,CL0000354,2018-04-19,14103.39
P71712f9b40e0,CL0000354,2018-09-19,6862.21
Pcc7c9adcc367,CL0000354,2018-12-19,10889.45
P702734003366,CL0000354,2019-06-19,2674.83
Pe609c6af2b3f,CL0000355,2016-11-05,1250.73
Pcd0d69320517,CL0000356,2017-01-17,6098.76
Pb590e3a94214,CL0000356,2017-03-17,7482.09
Pece7149f3f34,CL0000357,2018-02-20,16356.6
P81c8eb11be05,CL0000357,2018-12-20,2089.7
P1b9ee6432baa,CL0000358,2018-11-16,2790.4
Pbd324c06d867,CL0000358,2018-12-16,5186.67
P664edcc37556,CL0000358,2019-03-16,220.18
Paf0355ccf35f,CL0000358,2019-08-16,721.74
Pf087ea34e20b,CL0000359,2019-11-19,370.58
Pcce4f3bca984,CL0000359,2020-03-19,3664.5
P64d1c27af16d,CL0000359,2020-07-19,147.23
P66f55c548de4,CL0000359,2020-11-19,1771.13
P58396bcbd2dc,CL0000360,2020-07-11,1414.81
P95c960e09ef7,CL0000360,2020-10-11,18185.05
Pf59cb5cd941c,CL0000361,2016-05-22,2740.14
P46b7ef36cf1f,CL0000361,2016-08-22,10807.15
Pdd6139c10b71,CL0000361,2016-12-22,5816.07
P17cbc73714c7,CL0000361,2017-03-22,2379.73
P78c4f2cc22bc,CL0000361,2017-08-22,7625.35
Pc155162c292c,CL0000361,2017-10-22,1247.81
Pd76647a4a045,CL0000361,2017-12-22,3592.88
Pcca27174dd69,CL0000362,2016-08-14,6715.24
P5412140f75bf,CL0000362,2016-11-14,1896.78
Pcd5bf313f95f,CL0000362,2016-12-14,3887.15
P85cc3c8498f6,CL0000362,2017-01-14,225.2
